,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01008963,349,91,150,57,36,13,2,0,0
S01008964,211,42,91,25,41,10,2,0,0
S01008965,321,89,128,42,42,17,3,0,0
S01008966,252,68,94,35,47,7,1,0,0
S01008967,430,93,178,66,71,19,2,1,0
S01008968,398,78,159,65,74,22,0,0,0
S01008969,460,107,196,68,67,16,5,1,0
S01008970,438,113,171,76,62,13,3,0,0
S01008971,273,49,102,58,52,10,2,0,0
S01008972,304,68,109,54,51,20,1,1,0
S01008973,361,140,141,40,35,4,1,0,0
S01008974,374,121,151,46,43,8,5,0,0
S01008975,449,259,129,39,16,6,0,0,0
S01008976,212,51,75,37,35,13,0,0,1
S01008977,256,60,106,40,39,10,0,1,0
S01008978,252,73,92,37,41,6,3,0,0
S01008979,308,71,116,65,42,11,2,0,1
S01008980,334,79,101,80,59,14,0,1,0
S01008981,316,89,123,56,37,9,2,0,0
S01008982,352,115,115,63,45,10,3,1,0
S01008983,314,119,96,62,32,5,0,0,0
S01008984,227,63,77,55,26,4,2,0,0
S01008985,326,121,110,57,28,7,1,2,0
S01008986,343,88,135,57,47,12,3,1,0
S01008987,330,66,137,47,63,15,1,0,1
S01008988,481,198,176,53,39,14,1,0,0
S01008989,323,129,107,46,33,8,0,0,0
S01008990,383,167,125,54,29,6,2,0,0
S01008991,381,99,118,74,75,13,1,1,0
S01008992,270,102,88,42,32,6,0,0,0
S01008993,476,143,175,82,56,15,5,0,0
S01008994,337,98,126,55,38,15,4,1,0
S01008995,352,79,132,71,50,16,3,1,0
S01008996,251,72,103,36,32,7,0,0,1
S01008997,411,111,143,69,66,17,4,1,0
S01008998,236,70,46,57,38,13,8,2,2
S01008999,411,157,151,43,35,24,1,0,0
S01009000,393,95,163,70,47,16,2,0,0
S01009001,323,63,106,49,72,29,3,1,0
S01009002,348,104,117,62,48,12,4,1,0
S01009003,394,96,153,56,64,19,4,1,1
S01009004,270,58,101,41,58,7,5,0,0
S01009005,327,106,117,50,37,13,2,1,1
S01009006,318,80,114,55,56,11,0,2,0
S01009007,290,80,92,56,43,17,2,0,0
S01009008,445,153,183,50,51,6,1,1,0
S01009009,252,127,65,36,16,3,4,0,1
S01009010,404,84,144,85,70,14,6,0,1
S01009011,319,52,94,80,76,17,0,0,0
S01009012,296,55,113,57,56,14,1,0,0
S01009013,363,76,145,66,58,12,5,1,0
S01009014,284,127,73,40,20,11,10,3,0
S01009015,303,120,103,35,29,6,10,0,0
S01009016,250,97,87,25,27,11,2,1,0
S01009017,278,98,102,36,26,8,6,2,0
S01009018,326,109,112,42,40,17,4,1,1
S01009019,221,66,75,42,27,2,6,3,0
S01009020,366,130,122,52,44,11,3,4,0
S01009021,344,133,106,58,28,15,3,1,0
S01009022,447,190,144,68,35,9,1,0,0
S01009023,435,176,149,42,41,21,4,1,1
S01009024,476,198,165,55,32,21,4,0,1
S01009025,433,172,146,42,45,20,8,0,0
S01009026,411,132,151,73,42,8,4,1,0
S01009027,373,139,145,39,32,14,4,0,0
S01009028,232,97,67,31,21,11,4,1,0
S01009029,286,106,94,44,21,20,0,1,0
S01009030,321,105,108,60,21,18,6,2,1
S01009031,356,124,123,62,32,13,2,0,0
S01009032,299,102,102,54,23,13,4,1,0
S01009033,359,141,103,52,34,22,4,2,1
S01009034,283,80,98,38,35,19,9,2,2
S01009035,381,114,118,58,57,29,5,0,0
S01009036,437,144,119,59,74,28,12,1,0
S01009037,367,103,116,68,53,22,3,2,0
S01009038,440,117,156,66,67,25,6,1,2
S01009039,313,117,108,46,27,14,0,1,0
S01009040,338,178,85,41,24,8,1,1,0
S01009041,503,301,116,49,24,8,5,0,0
S01009042,401,170,114,74,29,12,2,0,0
S01009043,293,112,97,50,29,2,3,0,0
S01009044,412,177,135,58,31,10,1,0,0
S01009045,287,95,107,37,32,14,2,0,0
S01009046,363,112,117,55,50,19,8,2,0
S01009047,336,108,90,72,48,11,1,3,3
S01009048,348,100,113,59,52,19,4,1,0
S01009049,274,89,85,59,28,11,1,1,0
S01009050,370,129,140,54,34,10,3,0,0
S01009051,292,66,93,56,52,18,6,1,0
S01009052,305,123,107,45,26,2,2,0,0
S01009053,259,114,67,42,25,8,3,0,0
S01009054,249,65,94,46,31,10,3,0,0
S01009055,361,94,156,58,43,7,1,2,0
S01009056,217,55,68,41,36,11,3,2,1
S01009057,282,118,100,35,18,8,2,1,0
S01009058,385,149,130,62,33,7,4,0,0
S01009059,347,86,103,70,66,19,1,2,0
S01009060,188,21,60,38,48,19,1,0,1
S01009061,326,70,117,68,58,10,1,2,0
S01009062,298,99,111,44,31,11,1,0,1
S01009063,291,62,109,55,41,21,2,1,0
S01009064,264,82,94,54,25,4,4,1,0
S01009065,328,133,98,45,38,14,0,0,0
S01009066,319,108,110,54,35,9,3,0,0
S01009067,302,46,85,68,82,15,2,4,0
S01009068,386,108,137,74,45,21,1,0,0
S01009069,249,48,97,42,49,11,2,0,0
S01009070,269,64,115,45,29,14,2,0,0
S01009071,228,67,92,37,19,12,0,0,1
S01009072,199,38,64,51,29,15,0,1,1
S01009073,251,67,88,51,36,9,0,0,0
S01009074,290,60,104,72,40,9,3,2,0
S01009075,233,70,77,45,31,8,1,1,0
S01009076,381,90,142,76,55,14,3,0,1
S01009077,259,60,99,49,37,11,3,0,0
S01009078,271,22,87,60,74,20,7,1,0
S01009079,388,143,126,66,31,15,4,3,0
S01009080,430,140,154,80,40,13,1,1,1
S01009081,311,102,123,46,32,8,0,0,0
S01009082,426,144,133,64,58,23,3,1,0
S01009083,349,98,149,53,36,6,4,3,0
S01009084,177,28,60,40,29,16,2,2,0
S01009085,280,38,75,64,69,29,3,1,1
S01009086,305,73,125,52,40,14,1,0,0
S01009087,247,65,95,46,28,12,1,0,0
S01009088,385,64,155,72,65,22,5,0,2
S01009089,325,41,80,81,90,26,6,1,0
S01009090,333,89,129,56,49,8,1,1,0
S01009091,223,22,54,40,78,25,4,0,0
S01009092,482,149,185,80,55,10,3,0,0
S01009093,343,102,131,57,34,11,7,1,0
S01009094,290,59,137,45,33,15,0,1,0
S01009095,360,138,112,55,43,9,2,1,0
S01009096,384,104,124,65,70,14,6,0,1
S01009097,347,74,111,71,72,13,5,0,1
S01009098,190,26,82,30,39,9,1,2,1
S01009099,384,172,118,48,29,15,2,0,0
S01009100,397,185,117,68,15,10,2,0,0
S01009101,369,90,119,76,56,18,7,1,2
S01009102,317,69,106,65,49,21,7,0,0
S01009103,246,65,97,37,38,7,1,1,0
S01009104,352,108,135,52,46,10,0,1,0
S01009105,337,95,117,57,47,18,3,0,0
S01009106,264,92,95,46,25,5,1,0,0
S01009107,333,63,118,79,58,13,2,0,0
S01009108,313,81,131,43,48,10,0,0,0
S01009109,263,41,103,67,42,8,1,0,1
S01009110,263,75,92,47,39,9,1,0,0
S01009111,372,123,107,72,60,6,3,1,0
S01009112,238,55,94,47,34,8,0,0,0
S01009113,381,118,146,52,46,14,3,2,0
S01009114,303,69,94,65,55,11,4,5,0
S01009115,259,82,87,47,32,9,2,0,0
S01009116,191,36,81,36,32,6,0,0,0
S01009117,391,133,131,64,50,9,3,1,0
S01009118,215,29,54,57,54,19,1,1,0
S01009119,297,76,89,60,48,19,4,1,0
S01009120,233,70,77,45,35,5,1,0,0
S01009121,380,120,157,48,44,9,2,0,0
S01009122,417,131,164,55,49,13,3,0,2
S01009123,215,35,73,54,39,12,1,0,1
S01009124,217,39,68,51,42,15,1,1,0
S01009125,301,83,132,45,33,4,3,1,0
S01009126,281,123,80,42,21,8,3,4,0
S01009127,269,86,85,49,29,14,5,1,0
S01009128,467,250,126,62,27,2,0,0,0
S01009129,205,70,55,38,24,13,4,1,0
S01009130,271,84,79,44,41,19,3,0,1
S01009131,260,119,87,30,21,3,0,0,0
S01009132,329,68,129,52,67,6,7,0,0
S01009133,301,134,96,48,18,5,0,0,0
S01009134,409,120,156,72,40,16,3,2,0
S01009135,264,110,69,36,36,13,0,0,0
S01009136,275,71,90,44,50,13,6,1,0
S01009137,203,15,60,50,62,13,3,0,0
S01009138,395,138,134,60,49,9,2,2,1
S01009139,239,122,82,22,11,2,0,0,0
S01009140,381,190,113,42,22,14,0,0,0
S01009141,473,278,124,38,26,6,1,0,0
S01009142,393,258,94,19,15,5,2,0,0
S01009143,312,146,88,45,22,11,0,0,0
S01009144,306,83,143,37,30,10,3,0,0
S01009145,497,163,198,71,47,12,6,0,0
S01009146,417,141,149,71,37,10,9,0,0
S01009147,353,98,123,67,45,14,5,1,0
S01009148,260,46,94,53,40,21,6,0,0
S01009149,384,138,147,45,45,6,1,0,2
S01009150,574,409,157,8,0,0,0,0,0
S01009151,474,230,151,38,35,17,2,1,0
S01009152,462,296,141,15,6,4,0,0,0
S01009153,266,132,93,20,14,5,1,1,0
S01009154,438,171,161,45,42,13,4,2,0
S01009155,234,67,91,26,37,7,4,1,1
S01009156,247,77,93,33,35,8,1,0,0
S01009157,366,110,123,70,48,11,3,1,0
S01009158,277,97,110,43,23,4,0,0,0
S01009159,250,99,79,47,14,9,2,0,0
S01009160,327,146,109,40,26,6,0,0,0
S01009161,349,158,113,56,17,4,0,1,0
S01009162,436,249,135,27,16,9,0,0,0
S01009163,233,100,78,30,13,9,1,0,2
S01009164,307,71,106,72,44,10,3,1,0
S01009165,324,106,119,45,37,12,2,3,0
S01009166,399,147,140,60,32,16,4,0,0
S01009167,198,35,61,43,41,15,2,0,1
S01009168,297,94,124,32,39,8,0,0,0
S01009169,420,207,137,46,23,7,0,0,0
S01009170,282,67,106,55,42,8,3,1,0
S01009171,297,98,89,62,39,8,1,0,0
S01009172,288,83,104,50,42,7,2,0,0
S01009173,309,60,128,55,48,13,5,0,0
S01009174,162,17,38,48,48,9,1,1,0
S01009175,300,40,93,64,86,16,1,0,0
S01009176,400,97,140,68,81,7,5,2,0
S01009177,367,114,135,63,35,16,4,0,0
S01009178,320,94,110,63,33,15,3,1,1
S01009179,273,63,96,56,39,11,7,1,0
S01009180,437,133,160,72,47,23,2,0,0
S01009181,361,100,126,64,51,15,3,2,0
S01009182,419,108,148,72,75,14,2,0,0
S01009183,267,36,94,65,51,17,1,1,2
S01009184,376,113,137,63,44,11,5,3,0
S01009185,354,92,120,58,50,24,8,2,0
S01009186,312,69,110,51,53,22,5,0,2
S01009187,215,51,90,28,35,9,2,0,0
S01009188,383,102,151,61,49,13,7,0,0
S01009189,336,113,110,47,37,22,5,2,0
S01009190,309,54,118,70,42,22,3,0,0
S01009191,229,18,44,67,69,25,5,0,1
S01009192,258,55,102,55,35,6,4,1,0
S01009193,127,31,43,25,23,5,0,0,0
S01009194,323,50,150,66,45,12,0,0,0
S01009195,353,90,110,73,72,6,1,1,0
S01009196,298,89,93,62,41,10,3,0,0
S01009197,401,69,146,92,80,14,0,0,0
S01009198,306,72,117,56,52,7,1,1,0
S01009199,248,59,87,39,50,12,1,0,0
S01009200,439,80,172,89,67,26,3,2,0
S01009201,268,72,99,49,34,9,3,2,0
S01009202,190,28,70,29,49,12,1,0,1
S01009203,269,80,93,48,27,16,1,3,1
S01009204,343,68,117,79,52,17,7,3,0
S01009205,307,88,110,51,52,3,3,0,0
S01009206,362,106,132,64,56,3,1,0,0
S01009207,375,121,169,47,33,3,1,1,0
S01009208,294,101,112,38,28,11,3,1,0
S01009209,304,115,122,38,21,8,0,0,0
S01009210,234,41,109,35,43,4,1,1,0
S01009211,259,59,106,37,41,14,2,0,0
S01009212,363,101,144,55,47,12,2,1,1
S01009213,355,105,103,86,42,16,2,1,0
S01009214,397,85,153,74,70,12,2,1,0
S01009215,439,160,158,55,48,15,3,0,0
S01009216,397,114,153,73,40,15,2,0,0
S01009217,279,91,96,45,34,11,1,0,1
S01009218,395,136,159,46,45,6,2,1,0
S01009219,313,125,105,44,32,7,0,0,0
S01009220,264,83,112,40,22,7,0,0,0
S01009221,239,69,76,43,34,14,3,0,0
S01009222,238,80,78,44,22,9,2,1,2
S01009223,244,74,86,39,36,7,1,0,1
S01009224,277,85,101,44,32,11,3,1,0
S01009225,268,108,92,36,24,8,0,0,0
S01009226,507,242,164,67,32,2,0,0,0
S01009227,355,201,105,27,15,6,0,1,0
S01009228,313,149,88,45,20,4,7,0,0
S01009229,293,125,105,26,26,6,3,2,0
S01009230,319,162,105,31,14,5,2,0,0
S01009231,437,136,160,71,63,5,2,0,0
S01009232,309,147,91,44,18,7,1,1,0
S01009233,267,99,93,34,27,12,2,0,0
S01009234,476,179,147,84,42,19,4,0,1
S01009235,457,178,169,54,42,11,2,0,1
S01009236,224,67,92,37,20,7,1,0,0
S01009237,378,118,148,46,46,14,3,1,2
S01009238,335,101,133,57,33,10,1,0,0
S01009239,420,169,135,55,46,12,3,0,0
S01009240,387,217,99,39,22,8,2,0,0
S01009241,453,204,124,74,38,10,2,1,0
S01009242,321,98,117,46,51,7,1,0,1
S01009243,398,91,133,89,58,19,5,2,1
S01009244,337,67,142,63,56,9,0,0,0
S01009245,361,97,137,64,49,13,1,0,0
S01009246,383,135,137,61,42,6,1,1,0
S01009247,429,96,173,89,54,17,0,0,0
S01009248,300,73,133,43,37,12,2,0,0
S01009249,375,137,116,71,32,14,5,0,0
S01009250,278,74,108,52,30,12,2,0,0
S01009251,221,50,81,41,37,6,3,2,1
S01009252,163,23,42,39,42,16,1,0,0
S01009253,239,96,87,31,14,9,2,0,0
S01009254,371,114,145,58,36,13,3,1,1
S01009255,376,209,111,29,22,3,2,0,0
S01009256,222,59,95,49,15,3,0,1,0
S01009257,330,128,132,40,25,4,0,0,1
S01009258,282,80,124,30,28,17,3,0,0
S01009259,380,79,154,51,79,16,1,0,0
S01009260,526,188,178,82,62,14,1,1,0
S01009261,386,162,142,48,25,6,3,0,0
S01009262,293,117,95,44,27,6,2,1,1
S01009263,365,109,132,68,42,12,2,0,0
S01009264,231,55,108,35,25,7,1,0,0
S01009265,376,138,130,54,42,9,3,0,0
S01009266,374,98,143,75,47,10,1,0,0
S01009267,377,136,139,52,36,8,6,0,0
S01009268,431,108,180,67,50,23,3,0,0
S01009269,351,89,105,72,54,25,6,0,0
S01009270,306,125,115,35,23,6,1,1,0
S01009271,349,57,149,66,61,10,5,0,1
S01009272,264,48,100,53,34,18,7,3,1
S01009273,211,47,102,39,17,6,0,0,0
S01009274,255,56,106,37,36,16,1,2,1
S01009275,244,63,97,35,35,9,4,0,1
S01009276,373,79,154,78,45,15,1,1,0
S01009277,218,38,107,31,29,12,1,0,0
S01009278,235,54,93,41,39,8,0,0,0
S01009279,283,105,103,39,28,5,2,1,0
S01009280,406,139,134,72,37,18,5,1,0
S01009281,375,115,143,63,39,10,5,0,0
S01009282,346,111,137,51,37,9,1,0,0
S01009283,180,36,78,29,25,8,3,1,0
S01009284,311,58,101,65,72,13,1,0,1
S01009285,350,71,115,72,72,19,1,0,0
S01009286,351,107,161,39,34,7,1,2,0
S01009287,339,87,158,42,37,13,2,0,0
S01009288,392,131,161,44,42,11,1,1,1
S01009289,409,117,186,52,45,8,1,0,0
S01009290,288,79,120,41,36,12,0,0,0
S01009291,394,72,169,66,68,15,4,0,0
S01009292,228,72,77,44,23,11,1,0,0
S01009293,297,77,109,50,36,21,2,0,2
S01009294,192,38,66,37,31,19,1,0,0
S01009295,264,56,123,45,30,6,4,0,0
S01009296,187,23,73,41,41,8,0,0,1
S01009297,328,63,121,69,64,10,0,0,1
S01009298,553,276,179,68,20,8,1,1,0
S01009299,484,214,153,43,53,15,6,0,0
S01009300,287,145,93,23,20,6,0,0,0
S01009301,551,302,168,55,19,4,1,0,2
S01009302,450,204,158,47,24,15,1,1,0
S01009303,322,97,123,48,42,10,2,0,0
S01009304,395,97,143,73,55,22,3,2,0
S01009305,412,193,147,47,18,6,1,0,0
S01009306,565,243,201,63,38,13,6,1,0
S01009307,544,273,171,57,25,15,3,0,0
S01009308,304,180,77,29,8,4,3,2,1
S01009309,400,205,112,51,23,7,0,1,1
S01009310,399,115,161,63,40,16,3,1,0
S01009311,274,53,92,53,44,20,6,4,2
S01009312,366,182,116,45,18,2,2,1,0
S01009313,285,133,94,26,24,4,2,1,1
S01009314,258,42,116,43,41,14,1,1,0
S01009315,270,81,98,45,29,14,3,0,0
S01009316,326,110,100,43,56,16,1,0,0
S01009317,358,79,158,48,58,14,1,0,0
S01009318,236,34,101,42,44,11,2,2,0
S01009319,416,114,192,49,50,9,1,1,0
S01009320,352,149,111,49,32,9,1,1,0
S01009321,295,68,135,41,41,9,1,0,0
S01009322,355,86,166,51,36,13,3,0,0
S01009323,327,136,123,36,29,2,1,0,0
S01009324,256,85,105,37,23,6,0,0,0
S01009325,308,82,97,74,44,10,1,0,0
S01009326,210,32,66,38,51,19,3,1,0
S01009327,258,57,128,39,23,9,2,0,0
S01009328,237,25,77,65,50,16,2,1,1
S01009329,203,67,77,24,27,7,1,0,0
S01009330,183,27,60,49,32,12,1,1,1
S01009331,180,15,46,47,47,17,5,2,1
S01009332,333,49,139,65,59,18,2,1,0
S01009333,355,145,113,43,35,16,3,0,0
S01009334,310,126,100,45,25,9,5,0,0
S01009335,337,109,112,55,41,13,5,1,1
S01009336,318,116,114,52,27,7,2,0,0
S01009337,318,99,104,58,34,14,7,2,0
S01009338,401,217,102,41,29,7,5,0,0
S01009339,391,155,110,57,42,23,4,0,0
S01009340,283,102,93,58,19,8,3,0,0
S01009341,270,96,93,38,31,10,1,1,0
S01009342,333,95,124,65,41,8,0,0,0
S01009343,242,60,92,48,26,14,2,0,0
S01009344,288,84,120,45,29,5,5,0,0
S01009345,379,77,153,64,61,21,3,0,0
S01009346,228,15,64,55,66,23,4,0,1
S01009347,216,12,54,54,76,16,3,1,0
S01009348,161,12,37,43,52,15,2,0,0
S01009349,288,45,92,45,71,29,5,1,0
S01009350,240,54,74,48,47,14,3,0,0
S01009351,213,57,72,31,35,15,3,0,0
S01009352,290,41,106,54,70,12,7,0,0
S01009353,147,18,61,28,27,11,1,0,1
S01009354,297,28,77,65,92,32,1,2,0
S01009355,367,82,153,62,59,10,1,0,0
S01009356,411,90,179,70,58,11,3,0,0
S01009357,179,19,76,34,42,5,2,1,0
S01009358,256,28,94,51,65,14,3,0,1
S01009359,277,29,105,55,73,12,3,0,0
S01009360,376,119,142,53,47,8,4,3,0
S01009361,342,103,127,58,41,9,3,0,1
S01009362,417,79,182,72,65,18,1,0,0
S01009363,373,103,150,65,43,11,0,0,1
S01009364,325,61,114,67,57,17,7,1,1
S01009365,277,99,107,41,24,4,1,1,0
S01009366,351,121,121,60,36,8,4,1,0
S01009367,296,101,107,51,27,8,2,0,0
S01009368,211,34,68,53,35,16,4,0,1
S01009369,255,73,81,54,35,11,1,0,0
S01009370,381,103,161,74,37,3,3,0,0
S01009371,242,74,99,35,24,7,3,0,0
S01009372,219,62,70,46,28,9,4,0,0
S01009373,398,158,138,54,40,6,1,1,0
S01009374,432,191,127,65,40,8,1,0,0
S01009375,337,89,123,57,53,12,2,1,0
S01009376,271,102,83,46,29,11,0,0,0
S01009377,373,83,125,67,63,28,5,1,1
S01009378,388,83,133,74,72,22,3,1,0
S01009379,337,51,96,75,72,34,8,1,0
S01009380,200,28,70,49,39,10,1,1,2
S01009381,284,83,107,52,32,9,1,0,0
S01009382,377,140,134,54,34,14,1,0,0
S01009383,439,213,135,47,35,7,2,0,0
S01009384,248,60,119,24,36,8,1,0,0
S01009385,220,54,96,34,24,7,3,1,1
S01009386,279,68,113,43,40,10,0,3,2
S01009387,260,64,105,50,28,11,1,1,0
S01009388,423,157,125,82,36,11,9,1,2
S01009389,460,186,174,48,43,7,1,0,1
S01009390,270,45,71,54,74,24,2,0,0
S01009391,259,41,83,66,56,12,1,0,0
S01009392,193,24,54,37,55,21,1,1,0
S01009393,265,46,95,68,38,14,4,0,0
S01009394,451,188,159,49,38,16,1,0,0
S01009395,305,73,150,42,27,10,1,2,0
S01009396,301,50,156,33,45,12,3,1,1
S01009397,330,113,130,37,36,10,3,1,0
S01009398,308,97,110,51,37,9,3,1,0
S01009399,311,84,128,49,37,10,2,0,1
S01009400,221,58,78,48,27,7,3,0,0
S01009401,284,57,127,50,35,11,3,1,0
S01009402,397,92,173,46,66,17,2,1,0
S01009403,206,38,76,37,44,8,1,0,2
S01009404,232,62,88,39,25,17,1,0,0
S01009405,157,28,63,29,26,10,1,0,0
S01009406,429,153,152,67,43,10,4,0,0
S01009407,227,61,102,30,24,9,1,0,0
S01009408,307,62,128,64,42,6,4,1,0
S01009409,308,95,127,44,27,14,1,0,0
S01009410,351,97,103,74,50,17,5,3,2
S01009411,364,108,122,59,40,26,8,0,1
S01009412,407,156,140,50,46,12,3,0,0
S01009413,456,161,151,71,57,12,4,0,0
S01009414,292,70,123,51,29,17,2,0,0
S01009415,386,163,123,44,39,12,3,1,1
S01009416,201,32,72,48,39,8,2,0,0
S01009417,114,14,44,26,27,2,1,0,0
S01009418,517,189,174,92,47,13,2,0,0
S01009419,245,75,81,41,32,12,2,2,0
S01009420,253,66,78,57,31,13,6,2,0
S01009421,295,73,109,47,44,18,4,0,0
S01009422,369,106,151,61,39,9,3,0,0
S01009423,336,45,118,74,72,21,6,0,0
S01009424,250,75,99,36,31,8,1,0,0
S01009425,372,134,156,49,22,9,1,1,0
S01009426,415,183,147,53,22,8,2,0,0
S01009427,326,153,100,49,16,4,4,0,0
S01009428,235,51,79,58,31,15,1,0,0
S01009429,341,126,126,45,33,8,2,1,0
S01009430,338,120,103,66,35,11,3,0,0
S01009431,330,122,122,56,18,8,3,0,1
S01009432,321,85,101,64,42,17,8,3,1
S01009433,330,92,105,56,48,22,3,2,2
S01009434,248,83,89,40,21,13,1,1,0
S01009435,347,122,112,55,36,14,7,1,0
S01009436,298,81,109,55,33,15,5,0,0
S01009437,318,121,99,50,38,6,2,1,1
S01009438,410,157,136,59,33,21,3,0,1
S01009439,386,97,139,81,48,15,4,2,0
S01009440,328,137,117,39,28,6,0,0,1
S01009441,370,117,125,63,49,12,4,0,0
S01009442,216,41,78,42,41,10,2,2,0
S01009443,288,80,108,46,42,9,2,1,0
S01009444,305,46,112,55,63,24,2,1,2
S01009445,320,80,113,59,50,14,3,1,0
S01009446,471,231,138,56,29,15,2,0,0
S01009447,238,84,95,34,18,4,3,0,0
S01009448,343,78,137,76,33,18,1,0,0
S01009449,231,69,80,47,23,8,3,0,1
S01009450,307,127,105,47,22,6,0,0,0
S01009451,427,127,141,76,56,15,7,4,1
S01009452,269,120,90,37,18,4,0,0,0
S01009453,493,202,160,77,46,5,2,1,0
S01009454,397,119,155,55,57,10,1,0,0
S01009455,386,118,164,43,40,15,5,1,0
S01009456,358,159,131,36,25,7,0,0,0
S01009457,254,59,120,30,32,8,5,0,0
S01009458,332,140,114,36,34,5,1,0,2
S01009459,457,223,129,52,39,13,0,1,0
S01009460,399,152,122,70,35,14,4,2,0
S01009461,201,19,77,41,45,15,3,1,0
S01009462,292,78,112,40,43,14,5,0,0
S01009463,306,86,128,53,31,6,2,0,0
S01009464,378,111,145,63,46,11,1,1,0
S01009465,269,92,86,46,25,14,5,1,0
S01009466,256,64,117,39,28,7,0,1,0
S01009467,330,76,142,53,45,13,1,0,0
S01009468,385,177,120,41,35,9,1,0,2
S01009469,393,151,146,51,32,11,2,0,0
S01009470,232,78,95,37,17,4,1,0,0
S01009471,414,250,110,35,12,6,1,0,0
S01009472,435,162,146,59,47,14,6,1,0
S01009473,464,203,151,62,32,13,3,0,0
S01009474,403,149,114,69,49,14,6,2,0
S01009475,222,41,93,37,29,14,5,1,2
S01009476,169,35,43,36,37,12,4,1,1
S01009477,358,169,97,43,38,9,2,0,0
S01009478,480,239,169,45,16,10,1,0,0
S01009479,420,194,145,40,34,5,2,0,0
S01009480,420,162,168,48,33,7,1,1,0
S01009481,489,242,145,58,32,11,1,0,0
S01009482,332,164,115,25,25,3,0,0,0
S01009483,403,204,128,30,32,8,1,0,0
S01009484,427,226,129,41,24,6,1,0,0
S01009485,362,133,121,51,33,20,3,0,1
S01009486,313,98,136,44,28,6,1,0,0
S01009487,385,134,152,54,37,7,1,0,0
S01009488,267,64,77,52,50,15,7,2,0
S01009489,389,165,132,42,36,9,4,1,0
S01009490,394,129,149,64,36,10,4,1,1
S01009491,332,120,125,51,27,8,1,0,0
S01009492,310,78,109,69,38,12,3,1,0
S01009493,366,88,173,48,45,9,3,0,0
S01009494,387,98,132,70,65,17,5,0,0
S01009495,375,89,158,66,45,14,3,0,0
S01009496,371,129,147,42,36,11,5,1,0
S01009497,426,105,188,69,55,7,2,0,0
S01009498,276,49,140,46,31,8,2,0,0
S01009499,357,104,148,50,35,15,4,1,0
S01009500,382,142,139,59,30,11,1,0,0
S01009501,315,122,104,46,32,10,0,0,1
S01009502,374,115,137,72,37,10,1,2,0
S01009503,338,114,123,53,32,14,2,0,0
S01009504,314,125,88,40,38,18,4,0,1
S01009505,355,108,127,63,32,16,6,2,1
S01009506,348,123,125,50,42,5,2,1,0
S01009507,346,76,121,71,47,22,6,1,2
S01009508,397,135,125,78,44,11,3,0,1
S01009509,421,143,112,72,60,26,7,0,1
S01009510,301,75,129,41,39,15,1,1,0
S01009511,257,59,109,47,34,5,3,0,0
S01009512,313,57,130,63,53,7,3,0,0
S01009513,245,49,110,44,36,6,0,0,0
S01009514,282,46,129,47,42,15,3,0,0
S01009515,362,136,135,51,25,12,2,1,0
S01009516,399,131,171,39,45,10,2,1,0
S01009517,347,54,108,75,77,25,6,1,1
S01009518,319,44,87,72,85,26,3,2,0
S01009519,195,44,75,34,28,10,0,3,1
S01009520,328,70,115,67,52,19,3,1,1
S01009521,363,95,142,60,35,22,4,1,4
S01009522,376,70,138,63,62,33,8,1,1
S01009523,263,92,83,44,32,11,0,0,1
S01009524,341,150,107,46,27,9,1,1,0
S01009525,254,95,88,36,25,7,3,0,0
S01009526,365,156,154,39,12,3,1,0,0
S01009527,384,216,116,28,16,7,0,0,1
S01009528,355,228,103,15,6,2,0,1,0
S01009529,247,84,88,37,28,8,2,0,0
S01009530,255,63,115,33,37,7,0,0,0
S01009531,432,208,131,58,26,7,2,0,0
S01009532,437,195,171,45,23,3,0,0,0
S01009533,440,223,138,46,25,5,1,1,1
S01009534,427,200,120,46,41,12,3,4,1
S01009535,297,136,64,48,31,12,5,1,0
S01009536,228,73,66,40,26,20,2,1,0
S01009537,280,124,100,24,20,9,3,0,0
S01009538,401,221,106,37,26,7,3,1,0
S01009539,389,107,174,43,48,13,4,0,0
S01009540,459,235,136,52,28,8,0,0,0
S01009541,321,87,131,49,41,13,0,0,0
S01009542,380,171,112,50,30,14,3,0,0
S01009543,279,115,110,35,13,5,1,0,0
S01009544,432,170,172,39,41,5,3,1,1
S01009545,344,92,135,62,39,13,1,2,0
S01009546,414,102,164,82,47,13,4,2,0
S01009547,337,98,142,48,34,11,2,1,1
S01009548,317,106,112,48,39,9,2,1,0
S01009549,348,101,140,53,35,16,3,0,0
S01009550,208,48,72,44,35,7,1,0,1
S01009551,229,65,77,49,26,9,3,0,0
S01009552,398,113,176,53,44,10,2,0,0
S01009553,421,162,149,64,35,7,3,1,0
S01009554,311,121,109,36,24,18,3,0,0
S01009555,364,142,130,53,26,9,3,1,0
S01009556,338,92,129,68,36,9,4,0,0
S01009557,300,94,107,53,27,15,3,1,0
S01009558,291,83,100,59,36,9,4,0,0
S01009559,374,124,118,61,48,17,5,1,0
S01009560,351,124,130,45,32,19,1,0,0
S01009561,258,106,70,51,20,9,2,0,0
S01009562,316,92,119,61,27,11,3,3,0
S01009563,373,132,140,46,37,13,5,0,0
S01009564,315,109,108,52,31,14,1,0,0
S01009565,246,77,73,42,37,14,1,1,1
S01009566,431,110,138,91,60,25,4,2,1
S01009567,414,152,142,58,41,19,1,1,0
S01009568,333,112,116,48,42,10,5,0,0
