Data zone code,Data zone name,Council area code,Council area name,Total population,Age0-4,Age75+
S01010174,Riddrie and Hogganfield - 03,S12000049,Glasgow City,"1,210",23,49
S01010175,Riddrie and Hogganfield - 04,S12000049,Glasgow City,507,31,30
S01010176,Riddrie and Hogganfield - 05,S12000049,Glasgow City,726,25,76
S01010177,Riddrie and Hogganfield - 06,S12000049,Glasgow City,673,57,31
S01010178,Riddrie and Hogganfield - 07,S12000049,Glasgow City,"1,054",63,31
S01010179,Blackhill and Barmulloch East - 01,S12000049,Glasgow City,791,42,41
S01010180,Blackhill and Barmulloch East - 02,S12000049,Glasgow City,813,51,15
S01010181,Blackhill and Barmulloch East - 03,S12000049,Glasgow City,603,37,47
S01010182,Blackhill and Barmulloch East - 04,S12000049,Glasgow City,604,14,60
S01010183,Blackhill and Barmulloch East - 05,S12000049,Glasgow City,475,28,40
S01010184,Blackhill and Barmulloch East - 06,S12000049,Glasgow City,546,30,45
S01010185,Blackhill and Barmulloch East - 07,S12000049,Glasgow City,673,44,39
S01010186,Robroyston and Millerston - 01,S12000049,Glasgow City,625,23,35
S01010187,Robroyston and Millerston - 02,S12000049,Glasgow City,543,16,32
S01010188,Robroyston and Millerston - 03,S12000049,Glasgow City,"1,463",118,59
S01010189,Robroyston and Millerston - 04,S12000049,Glasgow City,"1,023",47,11
S01010190,Robroyston and Millerston - 05,S12000049,Glasgow City,946,54,13
S01010191,Robroyston and Millerston - 06,S12000049,Glasgow City,647,39,23
S01010192,Robroyston and Millerston - 07,S12000049,Glasgow City,824,53,11
S01010193,Robroyston and Millerston - 08,S12000049,Glasgow City,705,27,132
S01010194,Balornock - 01,S12000049,Glasgow City,594,25,67
S01010195,Balornock - 02,S12000049,Glasgow City,538,27,37
S01010196,Balornock - 03,S12000049,Glasgow City,632,26,62
S01010197,Balornock - 04,S12000049,Glasgow City,621,26,45
S01010198,Balornock - 05,S12000049,Glasgow City,"1,030",50,84
S01010199,Barmulloch - 01,S12000049,Glasgow City,744,26,46
S01010200,Barmulloch - 02,S12000049,Glasgow City,636,17,76
S01010201,Barmulloch - 03,S12000049,Glasgow City,622,26,59
S01010202,Barmulloch - 04,S12000049,Glasgow City,"1,008",73,39
S01010203,Petershill - 01,S12000049,Glasgow City,950,32,35
S01010204,Petershill - 02,S12000049,Glasgow City,797,56,43
S01010205,Petershill - 03,S12000049,Glasgow City,603,28,46
S01010206,Petershill - 04,S12000049,Glasgow City,0,0,0
S01010207,Petershill - 05,S12000049,Glasgow City,265,18,22
S01010208,Petershill - 06,S12000049,Glasgow City,"1,081",41,50
S01010209,Springburn - 01,S12000049,Glasgow City,992,56,105
S01010210,Springburn - 02,S12000049,Glasgow City,773,47,68
S01010211,Springburn - 03,S12000049,Glasgow City,781,40,72
S01010212,Springburn - 04,S12000049,Glasgow City,"1,012",66,61
S01010213,Springburn - 05,S12000049,Glasgow City,887,45,86
S01010214,Springburn East and Cowlairs - 01,S12000049,Glasgow City,886,36,93
S01010215,Springburn East and Cowlairs - 02,S12000049,Glasgow City,"1,034",45,83
S01010216,Springburn East and Cowlairs - 03,S12000049,Glasgow City,632,33,46
S01010217,Springburn East and Cowlairs - 04,S12000049,Glasgow City,"1,187",64,19
S01010218,Springburn East and Cowlairs - 05,S12000049,Glasgow City,"1,149",70,45
S01010219,Cowlairs and Port Dundas - 01,S12000049,Glasgow City,360,6,18
S01010220,Cowlairs and Port Dundas - 02,S12000049,Glasgow City,576,17,4
S01010221,Cowlairs and Port Dundas - 03,S12000049,Glasgow City,626,22,95
S01010222,Cowlairs and Port Dundas - 04,S12000049,Glasgow City,895,27,51
S01010223,Cowlairs and Port Dundas - 05,S12000049,Glasgow City,609,22,38
S01010224,Cowlairs and Port Dundas - 06,S12000049,Glasgow City,"1,171",79,45
S01010225,Sighthill - 01,S12000049,Glasgow City,948,53,35
S01010226,Sighthill - 02,S12000049,Glasgow City,0,0,0
S01010227,Sighthill - 03,S12000049,Glasgow City,0,0,0
S01010228,"Roystonhill, Blochairn, and Provanmill - 01",S12000049,Glasgow City,855,33,114
S01010229,"Roystonhill, Blochairn, and Provanmill - 02",S12000049,Glasgow City,"1,313",59,58
S01010230,"Roystonhill, Blochairn, and Provanmill - 03",S12000049,Glasgow City,"1,020",115,31
S01010231,"Roystonhill, Blochairn, and Provanmill - 04",S12000049,Glasgow City,845,70,53
S01010232,"Roystonhill, Blochairn, and Provanmill - 05",S12000049,Glasgow City,"1,103",56,26
S01010233,"Roystonhill, Blochairn, and Provanmill - 06",S12000049,Glasgow City,964,72,38
S01010234,Dennistoun North - 01,S12000049,Glasgow City,"1,316",32,52
S01010235,Dennistoun North - 02,S12000049,Glasgow City,"1,103",31,95
S01010236,Dennistoun North - 03,S12000049,Glasgow City,914,25,26
S01010237,Dennistoun North - 04,S12000049,Glasgow City,602,15,26
S01010238,Dennistoun North - 05,S12000049,Glasgow City,854,16,38
S01010239,Alexandra Parade - 01,S12000049,Glasgow City,879,31,43
S01010240,Alexandra Parade - 02,S12000049,Glasgow City,650,16,26
S01010241,Alexandra Parade - 03,S12000049,Glasgow City,"1,106",25,86
S01010242,Carntyne West and Haghill - 01,S12000049,Glasgow City,719,40,19
S01010243,Carntyne West and Haghill - 02,S12000049,Glasgow City,999,37,24
S01010244,Carntyne West and Haghill - 03,S12000049,Glasgow City,642,14,40
S01010245,Carntyne West and Haghill - 04,S12000049,Glasgow City,677,56,45
S01010246,Carntyne West and Haghill - 05,S12000049,Glasgow City,847,53,33
S01010247,Carntyne West and Haghill - 06,S12000049,Glasgow City,763,27,75
S01010248,Dennistoun - 01,S12000049,Glasgow City,864,24,39
S01010249,Dennistoun - 02,S12000049,Glasgow City,654,15,29
S01010250,Dennistoun - 03,S12000049,Glasgow City,724,24,24
S01010251,Dennistoun - 04,S12000049,Glasgow City,907,23,7
S01010252,Dennistoun - 05,S12000049,Glasgow City,616,37,19
S01010253,Dennistoun - 06,S12000049,Glasgow City,603,20,37
S01010254,Gallowgate North and Bellgrove - 01,S12000049,Glasgow City,"1,009",17,93
S01010255,Gallowgate North and Bellgrove - 02,S12000049,Glasgow City,945,31,40
S01010256,Gallowgate North and Bellgrove - 03,S12000049,Glasgow City,827,30,45
S01010257,Gallowgate North and Bellgrove - 04,S12000049,Glasgow City,"1,868",11,17
S01010258,Gallowgate North and Bellgrove - 05,S12000049,Glasgow City,"1,724",9,11
S01010259,City Centre East - 01,S12000049,Glasgow City,"1,560",36,53
S01010260,City Centre East - 02,S12000049,Glasgow City,"2,196",34,44
S01010261,City Centre East - 03,S12000049,Glasgow City,"2,523",29,63
S01010262,City Centre East - 04,S12000049,Glasgow City,905,61,53
S01010263,City Centre East - 05,S12000049,Glasgow City,794,8,14
S01010264,City Centre East - 06,S12000049,Glasgow City,946,16,21
S01010265,City Centre East - 07,S12000049,Glasgow City,964,16,6
S01010266,City Centre West - 01,S12000049,Glasgow City,695,17,26
S01010267,City Centre West - 02,S12000049,Glasgow City,"1,217",34,3
S01010268,City Centre West - 03,S12000049,Glasgow City,673,8,26
S01010269,City Centre West - 04,S12000049,Glasgow City,605,21,18
S01010270,City Centre West - 05,S12000049,Glasgow City,"1,637",44,99
S01010271,City Centre West - 06,S12000049,Glasgow City,943,25,33
S01010272,City Centre South - 01,S12000049,Glasgow City,"1,411",57,43
S01010273,City Centre South - 02,S12000049,Glasgow City,"1,049",40,8
S01010274,City Centre South - 03,S12000049,Glasgow City,806,23,15
S01010275,City Centre South - 04,S12000049,Glasgow City,"1,092",16,8
S01010276,Anderston - 01,S12000049,Glasgow City,"1,367",68,15
S01010277,Anderston - 02,S12000049,Glasgow City,792,42,46
S01010278,Anderston - 03,S12000049,Glasgow City,629,53,30
S01010279,Anderston - 04,S12000049,Glasgow City,696,25,21
S01010280,Anderston - 05,S12000049,Glasgow City,964,32,16
S01010281,Anderston - 06,S12000049,Glasgow City,"1,089",34,13
S01010282,Finnieston and Kelvinhaugh - 01,S12000049,Glasgow City,"1,068",19,39
S01010283,Finnieston and Kelvinhaugh - 02,S12000049,Glasgow City,877,44,16
S01010284,Finnieston and Kelvinhaugh - 03,S12000049,Glasgow City,"2,788",20,20
S01010285,Finnieston and Kelvinhaugh - 04,S12000049,Glasgow City,729,17,24
S01010286,Finnieston and Kelvinhaugh - 05,S12000049,Glasgow City,"2,889",27,17
S01010287,Finnieston and Kelvinhaugh - 06,S12000049,Glasgow City,750,14,24
S01010288,Finnieston and Kelvinhaugh - 07,S12000049,Glasgow City,"1,177",32,14
S01010289,Woodlands - 01,S12000049,Glasgow City,"1,102",58,10
S01010290,Woodlands - 02,S12000049,Glasgow City,660,35,14
S01010291,Woodlands - 03,S12000049,Glasgow City,"1,106",18,39
S01010292,Woodlands - 04,S12000049,Glasgow City,"1,014",25,32
S01010293,Woodlands - 05,S12000049,Glasgow City,"1,066",17,28
S01010294,Woodlands - 06,S12000049,Glasgow City,650,21,16
S01010295,Woodlands - 07,S12000049,Glasgow City,962,21,21
S01010296,Woodlands - 08,S12000049,Glasgow City,648,30,17
S01010297,Woodside - 01,S12000049,Glasgow City,"1,128",45,75
S01010298,Woodside - 02,S12000049,Glasgow City,770,17,70
S01010299,Woodside - 03,S12000049,Glasgow City,551,24,36
S01010300,Woodside - 04,S12000049,Glasgow City,"1,012",22,99
S01010301,Firhill - 01,S12000049,Glasgow City,620,17,12
S01010302,Firhill - 02,S12000049,Glasgow City,858,43,58
S01010303,Firhill - 03,S12000049,Glasgow City,625,57,17
S01010304,Firhill - 04,S12000049,Glasgow City,759,30,54
S01010305,Firhill - 05,S12000049,Glasgow City,796,21,42
S01010306,Firhill - 06,S12000049,Glasgow City,756,16,15
S01010307,Firhill - 07,S12000049,Glasgow City,791,42,21
S01010308,Firhill - 08,S12000049,Glasgow City,"1,051",21,39
S01010309,Keppochhill - 01,S12000049,Glasgow City,308,4,39
S01010310,Keppochhill - 02,S12000049,Glasgow City,765,37,10
S01010311,Keppochhill - 03,S12000049,Glasgow City,891,38,43
S01010312,Keppochhill - 04,S12000049,Glasgow City,815,46,44
S01010313,Keppochhill - 05,S12000049,Glasgow City,574,29,45
S01010314,Keppochhill - 06,S12000049,Glasgow City,"1,509",69,68
S01010315,Ruchill - 01,S12000049,Glasgow City,911,39,37
S01010316,Ruchill - 02,S12000049,Glasgow City,742,43,16
S01010317,Ruchill - 03,S12000049,Glasgow City,941,27,50
S01010318,Ruchill - 04,S12000049,Glasgow City,951,36,16
S01010319,Ruchill - 05,S12000049,Glasgow City,836,27,30
S01010320,Ruchill - 06,S12000049,Glasgow City,814,18,22
S01010321,Ruchill - 07,S12000049,Glasgow City,870,36,86
S01010322,Ruchill - 08,S12000049,Glasgow City,"1,058",35,47
S01010323,Possil Park - 01,S12000049,Glasgow City,655,36,92
S01010324,Possil Park - 02,S12000049,Glasgow City,"1,031",30,99
S01010325,Possil Park - 03,S12000049,Glasgow City,913,31,115
S01010326,Possil Park - 04,S12000049,Glasgow City,"1,193",75,33
S01010327,Possil Park - 05,S12000049,Glasgow City,892,45,74
S01010328,Possil Park - 06,S12000049,Glasgow City,"1,111",53,74
S01010329,Possil Park - 07,S12000049,Glasgow City,637,26,57
S01010330,Milton West - 01,S12000049,Glasgow City,664,44,43
S01010331,Milton West - 02,S12000049,Glasgow City,886,50,86
S01010332,Milton West - 03,S12000049,Glasgow City,687,39,35
S01010333,Milton West - 04,S12000049,Glasgow City,900,38,70
S01010334,Milton West - 05,S12000049,Glasgow City,"1,009",61,48
S01010335,Milton East - 01,S12000049,Glasgow City,877,38,107
S01010336,Milton East - 02,S12000049,Glasgow City,660,77,32
S01010337,Milton East - 03,S12000049,Glasgow City,640,42,42
S01010338,Milton East - 04,S12000049,Glasgow City,506,33,24
S01010339,Milton East - 05,S12000049,Glasgow City,549,23,61
S01010340,Summerston Central and West - 01,S12000049,Glasgow City,828,43,43
S01010341,Summerston Central and West - 02,S12000049,Glasgow City,589,31,43
S01010342,Summerston Central and West - 03,S12000049,Glasgow City,616,19,42
S01010343,Summerston Central and West - 04,S12000049,Glasgow City,814,37,39
S01010344,Summerston Central and West - 05,S12000049,Glasgow City,692,58,51
S01010345,Summerston Central and West - 06,S12000049,Glasgow City,897,46,14
S01010346,Summerston North - 01,S12000049,Glasgow City,891,26,79
S01010347,Summerston North - 02,S12000049,Glasgow City,688,37,61
S01010348,Summerston North - 03,S12000049,Glasgow City,972,49,90
S01010349,Summerston North - 04,S12000049,Glasgow City,843,38,74
S01010350,Maryhill East - 01,S12000049,Glasgow City,885,61,52
S01010351,Maryhill East - 02,S12000049,Glasgow City,937,51,26
S01010352,Maryhill East - 03,S12000049,Glasgow City,519,34,48
S01010353,Maryhill East - 04,S12000049,Glasgow City,"1,020",74,57
S01010354,Maryhill West - 01,S12000049,Glasgow City,805,34,55
S01010355,Maryhill West - 02,S12000049,Glasgow City,836,44,39
S01010356,Maryhill West - 03,S12000049,Glasgow City,872,56,21
S01010357,Maryhill West - 04,S12000049,Glasgow City,551,33,24
S01010358,Wyndford - 01,S12000049,Glasgow City,809,41,53
S01010359,Wyndford - 02,S12000049,Glasgow City,928,84,54
S01010360,Wyndford - 03,S12000049,Glasgow City,973,50,18
S01010361,Wyndford - 04,S12000049,Glasgow City,854,40,39
S01010362,Wyndford - 05,S12000049,Glasgow City,791,20,38
S01010363,Kelvindale - 01,S12000049,Glasgow City,782,29,33
S01010364,Kelvindale - 02,S12000049,Glasgow City,898,44,70
S01010365,Kelvindale - 03,S12000049,Glasgow City,993,38,73
S01010366,Kelvindale - 04,S12000049,Glasgow City,"1,038",27,72
S01010367,Kelvindale - 05,S12000049,Glasgow City,"1,292",36,74
S01010368,Kelvindale - 06,S12000049,Glasgow City,784,21,118
S01010369,North Kelvin - 01,S12000049,Glasgow City,756,28,18
S01010370,North Kelvin - 02,S12000049,Glasgow City,708,30,17
S01010371,North Kelvin - 03,S12000049,Glasgow City,"1,165",51,53
S01010372,North Kelvin - 04,S12000049,Glasgow City,552,16,35
S01010373,North Kelvin - 05,S12000049,Glasgow City,851,31,33
S01010374,Kelvingrove and University - 01,S12000049,Glasgow City,901,25,55
S01010375,Kelvingrove and University - 02,S12000049,Glasgow City,518,13,15
S01010376,Kelvingrove and University - 03,S12000049,Glasgow City,824,19,15
S01010377,Kelvingrove and University - 04,S12000049,Glasgow City,"1,000",30,21
S01010378,Kelvingrove and University - 05,S12000049,Glasgow City,726,16,11
S01010379,Kelvingrove and University - 06,S12000049,Glasgow City,"1,103",23,23
S01010380,Kelvingrove and University - 07,S12000049,Glasgow City,920,30,54
S01010381,Hillhead - 01,S12000049,Glasgow City,785,7,9
S01010382,Hillhead - 02,S12000049,Glasgow City,851,14,28
S01010383,Hillhead - 03,S12000049,Glasgow City,702,14,28
S01010384,Hillhead - 04,S12000049,Glasgow City,"1,935",28,26
S01010385,Hillhead - 05,S12000049,Glasgow City,810,7,35
S01010386,Hillhead - 06,S12000049,Glasgow City,"1,520",36,54
S01010387,Hillhead - 07,S12000049,Glasgow City,"2,600",29,40
S01010388,Glasgow Harbour and Partick South - 01,S12000049,Glasgow City,929,26,59
S01010389,Glasgow Harbour and Partick South - 02,S12000049,Glasgow City,"1,426",36,13
S01010390,Glasgow Harbour and Partick South - 03,S12000049,Glasgow City,"1,056",13,24
S01010391,Glasgow Harbour and Partick South - 04,S12000049,Glasgow City,828,18,26
S01010392,Glasgow Harbour and Partick South - 05,S12000049,Glasgow City,"1,077",50,20
S01010393,Partick - 01,S12000049,Glasgow City,984,31,62
S01010394,Partick - 02,S12000049,Glasgow City,914,42,54
S01010395,Partick - 03,S12000049,Glasgow City,"1,053",34,53
S01010396,Partick - 04,S12000049,Glasgow City,"1,058",36,66
S01010397,Partickhill and Hyndland - 01,S12000049,Glasgow City,541,23,40
S01010398,Partickhill and Hyndland - 02,S12000049,Glasgow City,"1,019",26,96
S01010399,Partickhill and Hyndland - 03,S12000049,Glasgow City,"1,213",25,47
S01010400,Partickhill and Hyndland - 04,S12000049,Glasgow City,"1,135",34,63
S01010401,Partickhill and Hyndland - 05,S12000049,Glasgow City,750,16,75
S01010402,Partickhill and Hyndland - 06,S12000049,Glasgow City,"1,047",35,54
S01010403,Dowanhill - 01,S12000049,Glasgow City,993,42,116
S01010404,Dowanhill - 02,S12000049,Glasgow City,951,24,99
S01010405,Dowanhill - 03,S12000049,Glasgow City,790,27,27
S01010406,Dowanhill - 04,S12000049,Glasgow City,883,24,39
S01010407,Dowanhill - 05,S12000049,Glasgow City,860,20,31
S01010408,Kelvinside and Jordanhill - 01,S12000049,Glasgow City,543,40,41
S01010409,Kelvinside and Jordanhill - 02,S12000049,Glasgow City,642,27,59
S01010410,Kelvinside and Jordanhill - 03,S12000049,Glasgow City,671,37,46
S01010411,Kelvinside and Jordanhill - 04,S12000049,Glasgow City,"1,102",63,64
S01010412,Kelvinside and Jordanhill - 05,S12000049,Glasgow City,931,23,60
S01010413,Kelvinside and Jordanhill - 06,S12000049,Glasgow City,815,38,116
S01010414,Kelvinside and Jordanhill - 07,S12000049,Glasgow City,"1,131",48,117
S01010415,Broomhill - 01,S12000049,Glasgow City,"1,078",46,70
S01010416,Broomhill - 02,S12000049,Glasgow City,765,22,69
S01010417,Broomhill - 03,S12000049,Glasgow City,613,23,47
S01010418,Broomhill - 04,S12000049,Glasgow City,"1,140",42,40
S01010419,Broomhill - 05,S12000049,Glasgow City,"1,018",41,55
S01010420,Victoria Park - 01,S12000049,Glasgow City,691,37,109
S01010421,Victoria Park - 02,S12000049,Glasgow City,845,54,68
S01010422,Victoria Park - 03,S12000049,Glasgow City,"1,139",68,103
S01010423,Whiteinch - 01,S12000049,Glasgow City,852,47,31
S01010424,Whiteinch - 02,S12000049,Glasgow City,"1,100",48,67
S01010425,Whiteinch - 03,S12000049,Glasgow City,"1,047",32,55
S01010426,Whiteinch - 04,S12000049,Glasgow City,695,36,24
S01010427,Scotstoun North and East - 01,S12000049,Glasgow City,"1,286",82,54
S01010428,Scotstoun North and East - 02,S12000049,Glasgow City,689,35,70
S01010429,Scotstoun North and East - 03,S12000049,Glasgow City,"1,007",85,61
S01010430,Scotstoun North and East - 04,S12000049,Glasgow City,924,56,45
S01010431,Scotstoun North and East - 05,S12000049,Glasgow City,672,33,46
S01010432,Scotstoun South and West - 01,S12000049,Glasgow City,883,44,41
S01010433,Scotstoun South and West - 02,S12000049,Glasgow City,642,29,21
S01010434,Scotstoun South and West - 03,S12000049,Glasgow City,692,61,25
S01010435,Scotstoun South and West - 04,S12000049,Glasgow City,600,36,51
S01010436,Scotstoun South and West - 05,S12000049,Glasgow City,734,33,36
S01010437,Yoker South - 01,S12000049,Glasgow City,562,23,38
S01010438,Yoker South - 02,S12000049,Glasgow City,822,57,21
S01010439,Yoker South - 03,S12000049,Glasgow City,970,60,31
S01010440,Yoker South - 04,S12000049,Glasgow City,566,35,40
S01010441,Yoker South - 05,S12000049,Glasgow City,"1,079",57,21
S01010442,Yoker South - 06,S12000049,Glasgow City,776,44,18
