,Aged 4 years and under,Aged 75 and above,lone parent with dependent childern,Non-white,unpaid care 20h+,Detached,Semi-detached,Terraced,Flat,Shared house,Owned: Owns outright,Owns with a mortgage or loan or shared ownership,Social rented,Private rented,Entry-level education and below,Economically active: Employee: Part-time,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Unemploy,Elementary occupations,English not as main language,large household size >5 people,under occupancy,No central heating,Electric only
S01012560,4.0,18.0,3.0,0.2,5.5,19.9,19.9,43.4,16.9,0.0,33.7,31.1,26.5,6.8,54.3,13.8,30.4,2.6,3.6,3.6,7.7,8.9,2.4,1.1,69.3,0.8,4.5
S01012561,3.4,12.3,3.4,0.9,4.6,19.1,23.7,26.3,30.3,0.3,26.6,37.5,25.5,8.2,51.4,13.1,22.4,5.5,3.3,6.0,8.2,10.1,1.8,0.3,63.8,0.5,1.1
S01012562,2.7,10.6,4.7,0.9,4.6,5.9,10.5,16.4,66.8,0.4,21.7,33.2,21.4,20.7,49.5,12.3,17.1,2.5,2.8,10.0,12.1,13.7,2.5,0.2,48.4,1.8,7.4
S01012563,3.0,18.0,0.3,2.7,4.3,74.4,19.9,1.8,3.9,0.0,66.1,29.9,0.7,2.2,25.4,10.3,33.9,5.7,4.0,1.3,3.8,5.7,0.6,0.7,94.5,0.7,1.5
S01012564,3.3,17.4,1.2,0.8,4.0,32.4,51.8,3.7,8.2,3.9,55.0,36.7,2.9,3.8,33.9,14.1,28.8,4.3,3.5,2.3,4.1,7.9,1.4,0.3,90.1,0.0,1.3
S01012565,1.7,20.4,1.5,1.7,4.4,13.2,38.0,10.5,29.2,8.0,38.3,33.8,17.7,8.2,36.7,13.4,27.9,3.9,3.7,2.2,1.9,7.2,1.6,1.6,68.1,0.5,9.0
S01012566,2.4,16.8,3.6,3.1,3.9,6.4,8.1,7.2,61.9,7.5,28.1,28.8,12.8,26.1,42.7,11.0,18.6,1.7,2.2,6.1,9.7,10.6,1.9,0.0,52.1,3.4,16.4
S01012567,3.5,12.0,4.4,0.6,4.0,5.3,7.5,4.0,77.6,5.6,28.7,28.5,19.4,21.0,47.8,13.4,19.9,4.0,3.3,5.7,11.9,8.5,1.9,0.2,55.5,1.4,13.3
S01012568,2.7,17.4,1.3,1.0,2.1,12.7,50.9,7.2,16.5,12.7,47.3,37.0,5.3,8.2,26.0,8.0,29.1,4.8,3.7,3.4,6.7,4.7,0.8,0.7,81.1,1.4,10.0
S01012569,2.1,23.2,0.9,2.6,3.3,52.7,26.5,2.4,7.0,11.3,57.1,33.7,1.6,5.7,31.6,12.7,27.2,5.2,3.9,2.5,3.2,7.4,2.3,2.2,94.6,0.6,2.2
S01012570,2.6,9.2,1.8,0.7,5.5,56.1,17.2,18.6,5.4,0.9,33.5,34.5,16.2,8.6,53.8,14.2,14.7,4.1,4.9,5.2,7.4,10.0,1.8,1.0,77.2,1.0,17.8
S01012571,2.6,6.8,2.6,0.7,4.2,37.6,21.5,28.1,11.8,0.0,33.4,27.9,16.0,16.6,51.0,11.1,16.0,2.9,4.2,5.0,9.8,10.7,1.7,1.1,73.2,6.1,16.3
S01012572,5.5,9.1,2.1,1.3,6.5,49.4,29.5,14.1,5.0,0.8,33.9,33.0,17.0,8.5,55.4,11.5,15.9,2.9,5.4,3.2,9.8,13.3,2.2,1.3,79.9,3.1,23.2
S01012573,2.8,5.9,0.7,1.8,4.1,74.6,21.5,2.0,0.8,1.1,40.3,41.2,2.8,9.2,44.5,11.5,16.6,2.5,4.9,3.2,1.7,5.9,1.1,2.5,89.8,2.2,4.3
S01012574,3.5,11.7,1.4,1.2,3.4,68.7,17.2,5.3,8.5,0.3,41.2,41.5,9.5,5.8,38.2,12.7,19.7,2.6,2.0,2.1,5.8,7.1,0.8,1.9,86.4,1.4,19.5
S01012575,2.9,8.1,2.7,0.0,3.3,67.1,12.2,14.5,4.3,1.3,37.0,32.9,12.1,13.5,38.7,16.9,16.0,4.0,2.5,2.1,9.3,9.1,0.9,0.7,86.5,4.2,18.3
S01012576,2.7,15.3,1.6,0.5,3.1,43.5,15.5,14.0,15.3,4.8,43.8,33.2,6.2,13.8,39.5,12.3,19.4,1.7,3.7,1.5,4.2,7.6,1.3,1.4,78.4,1.1,6.8
S01012577,5.0,9.1,2.5,1.4,3.4,42.0,21.0,31.5,5.0,0.3,36.3,37.8,12.2,8.6,46.9,16.0,16.7,2.1,3.2,2.8,4.2,11.4,1.7,0.9,78.6,1.5,5.7
S01012578,2.6,19.2,1.5,2.4,4.0,44.1,22.6,12.9,17.5,0.4,35.2,28.9,25.9,7.1,50.3,13.0,23.0,3.2,3.0,3.2,5.0,8.5,3.0,0.9,70.0,1.7,13.4
S01012579,4.2,7.1,3.6,1.4,3.9,50.5,24.6,16.6,8.0,0.0,25.1,37.3,27.5,6.6,45.7,14.2,15.1,3.8,5.0,4.2,9.6,12.3,1.1,1.4,76.3,2.1,23.3
S01012580,4.1,8.1,0.8,1.1,3.1,64.7,17.2,16.0,0.6,0.9,39.1,38.2,8.0,10.5,39.8,11.1,14.1,2.6,4.9,2.6,6.5,8.9,1.1,0.6,86.5,4.0,12.3
S01012581,4.5,5.4,5.4,0.8,4.4,16.9,42.0,15.7,24.0,0.6,20.8,26.0,47.4,4.5,65.5,12.3,9.4,4.0,6.1,6.0,24.8,13.4,2.9,1.8,65.3,1.5,36.3
S01012582,6.4,6.6,2.1,0.9,4.0,58.9,30.7,6.5,3.6,0.3,33.2,44.1,12.6,8.2,40.3,14.9,14.3,3.5,2.5,3.2,7.1,6.7,2.4,1.4,85.5,1.4,21.9
S01012583,4.7,7.5,2.9,0.7,6.4,19.3,26.4,38.2,14.7,1.1,28.5,31.0,34.4,4.3,56.7,14.5,15.2,1.9,2.7,5.1,13.1,8.9,2.7,0.6,69.6,1.2,41.1
S01012584,5.1,10.5,3.5,0.7,4.3,40.5,28.5,23.1,6.9,0.0,36.9,39.9,18.1,3.6,48.3,12.3,17.5,3.1,2.3,3.8,7.6,9.5,1.2,0.6,79.5,3.0,32.9
S01012585,4.3,7.5,5.3,1.2,4.7,8.5,24.9,35.0,29.7,1.7,22.8,27.7,40.8,5.9,61.5,13.6,15.1,2.5,4.9,4.4,13.6,13.3,3.4,0.7,64.4,2.7,50.0
S01012586,2.3,4.8,1.4,0.9,4.3,41.2,20.4,30.8,2.4,4.3,29.7,56.5,3.2,7.7,49.7,10.1,10.0,4.1,2.5,14.8,6.0,8.5,2.0,1.3,82.4,0.6,3.8
S01012587,3.0,5.9,1.5,0.8,2.9,72.4,19.9,6.8,0.9,0.0,40.7,45.9,2.8,5.5,44.9,13.6,15.3,3.4,3.7,2.7,5.5,6.5,0.5,2.1,88.4,0.0,6.1
S01012588,3.1,7.9,1.7,0.5,4.4,52.1,18.5,28.3,1.1,0.0,38.7,46.9,6.2,4.7,46.7,10.5,16.0,4.1,3.9,3.2,4.9,7.7,1.3,2.0,80.9,1.6,8.6
S01012589,6.1,7.1,3.6,0.3,6.0,14.8,10.3,71.0,3.4,0.0,23.9,29.6,41.5,3.2,65.3,13.3,15.3,3.1,3.9,6.1,10.8,14.5,2.1,1.4,74.3,1.4,41.9
S01012590,6.5,10.6,3.6,0.5,6.6,14.2,25.0,36.1,23.2,0.5,17.8,33.7,42.6,4.3,64.5,12.5,16.0,2.4,5.4,9.0,14.9,16.7,1.9,1.1,61.7,0.5,35.0
S01012591,4.6,15.7,3.5,1.0,8.5,4.5,34.0,28.0,33.3,0.2,26.8,20.8,49.1,1.8,76.9,11.3,28.8,1.7,6.4,7.1,13.0,12.5,2.0,1.3,65.5,0.3,46.5
S01012592,4.8,5.7,0.9,0.9,2.5,79.4,12.8,4.1,0.5,1.4,35.8,57.7,1.9,3.3,38.9,13.5,15.8,3.7,2.8,4.6,4.9,4.4,0.2,1.4,93.5,0.5,0.5
S01012593,2.8,7.4,1.7,1.0,2.9,59.1,26.3,5.7,9.0,0.0,34.2,56.5,4.2,3.9,42.2,12.7,13.0,4.3,2.5,3.6,4.8,6.2,1.4,0.6,82.0,0.3,0.9
S01012594,2.0,10.4,3.0,0.9,3.8,26.2,47.7,7.0,18.2,0.5,37.7,44.3,14.6,2.4,53.2,13.9,21.3,5.3,1.9,7.5,5.8,9.0,1.6,1.4,74.1,2.4,6.6
S01012595,3.9,9.6,3.4,1.1,7.3,22.3,25.6,35.9,14.9,0.6,33.3,41.3,18.4,4.5,58.3,12.2,18.9,2.4,3.5,8.3,8.7,11.4,1.5,0.7,71.5,0.3,9.4
S01012596,5.6,6.7,6.6,0.5,7.2,13.9,35.2,21.6,29.0,0.3,17.0,38.3,38.3,5.5,65.6,16.1,13.3,4.4,6.0,6.2,17.1,14.0,2.2,1.2,61.4,0.0,30.5
S01012597,3.9,5.2,1.9,3.2,2.3,45.8,27.4,15.6,11.2,0.0,19.8,65.0,12.4,2.8,43.0,13.2,9.6,1.5,4.2,1.5,15.3,5.2,1.4,1.7,85.9,0.0,13.6
S01012598,3.5,12.2,1.6,1.0,3.7,41.5,31.4,5.9,21.2,0.0,39.4,43.7,6.6,7.6,34.9,11.1,17.7,2.8,2.1,1.1,3.6,5.2,1.4,0.0,72.2,2.0,8.3
S01012599,4.4,10.7,2.3,2.6,4.4,41.0,18.1,7.4,30.7,2.0,39.7,37.9,9.7,9.7,44.8,9.1,19.8,3.0,4.0,4.0,6.3,6.0,2.6,0.6,71.8,1.5,21.2
S01012600,2.0,7.2,1.9,2.3,3.0,32.1,52.4,5.4,10.2,0.3,41.6,48.7,0.6,7.8,33.4,15.4,17.2,3.0,2.6,2.1,7.5,4.5,0.1,0.6,76.3,1.6,9.1
S01012601,3.2,6.6,1.7,1.7,3.6,47.8,35.8,1.7,14.7,0.0,34.7,56.3,5.0,3.1,37.8,14.0,15.5,3.0,1.4,1.4,3.8,5.8,1.2,0.8,84.0,0.3,3.6
S01012602,4.0,13.9,2.4,1.0,4.9,9.4,25.1,5.9,53.4,0.9,16.7,25.5,46.2,9.4,57.2,7.8,19.8,2.5,1.8,11.5,12.2,9.0,4.1,0.0,50.8,0.0,35.0
S01012603,2.6,11.7,1.7,0.6,5.2,13.0,35.0,13.6,38.2,0.0,22.3,31.2,38.9,4.7,61.9,11.7,20.5,4.1,2.3,7.7,13.7,12.3,3.3,0.0,52.2,0.3,19.3
S01012604,7.0,6.7,3.2,2.1,4.5,19.9,9.7,69.3,1.1,0.0,32.4,37.1,26.2,2.9,59.2,14.8,20.6,5.3,3.3,4.9,12.5,13.2,1.4,0.7,73.5,0.4,68.4
S01012605,4.8,10.9,3.9,0.4,7.0,30.1,25.3,42.6,2.0,0.0,40.8,27.1,27.9,2.9,54.1,13.0,26.2,4.7,3.9,4.7,7.0,13.7,0.8,0.4,68.3,0.4,18.8
S01012606,6.8,1.7,0.6,0.9,2.2,81.3,17.1,0.4,0.8,0.4,11.6,85.9,1.2,0.4,26.2,15.9,2.6,2.6,2.4,0.9,2.4,3.5,0.5,0.0,95.6,0.0,0.8
S01012607,3.9,8.1,2.3,0.4,4.5,36.1,28.2,26.3,9.1,0.3,29.8,48.1,17.0,4.5,48.4,13.4,17.1,4.5,1.3,5.5,9.4,5.7,2.4,0.3,72.8,0.6,23.7
S01012608,4.1,8.5,3.2,0.2,5.4,22.1,27.0,48.9,1.6,0.0,23.5,38.0,34.6,2.5,59.1,15.0,15.3,2.6,3.6,4.6,11.7,14.4,2.3,0.6,63.7,0.6,12.0
S01012609,4.5,8.2,5.4,0.4,5.9,7.1,13.0,68.9,10.2,0.0,18.0,30.8,47.5,2.9,67.6,15.5,15.1,1.8,5.4,9.6,14.0,17.5,3.1,0.3,60.6,1.0,15.1
S01012610,5.8,5.8,7.4,1.5,7.0,11.1,20.4,19.0,49.2,0.0,12.9,28.2,52.9,4.7,60.6,13.6,11.6,4.3,5.9,13.5,12.4,13.8,1.9,0.7,61.2,0.7,4.9
S01012611,8.6,8.1,2.5,0.7,5.2,47.8,19.8,26.3,6.1,0.0,38.9,42.0,15.3,3.1,44.2,12.4,21.9,4.4,3.0,4.4,5.8,8.1,2.2,0.6,78.4,0.9,1.4
S01012612,4.3,12.0,2.5,3.8,6.6,26.5,37.7,30.1,5.6,0.0,27.9,39.8,25.9,5.1,57.9,10.0,20.0,5.3,6.7,7.4,14.1,11.1,1.6,3.7,72.4,0.3,5.1
S01012613,4.4,5.9,4.6,0.1,5.1,32.2,16.3,46.4,4.8,0.3,28.9,38.0,28.9,3.5,56.8,14.8,17.1,2.1,3.3,6.1,15.9,13.4,1.8,1.0,67.9,0.7,4.5
S01012614,3.8,14.5,3.5,2.3,5.8,29.4,33.4,10.2,21.5,1.9,32.3,40.9,20.2,5.7,44.7,12.9,20.5,4.1,2.4,4.8,8.1,8.3,2.7,0.4,68.8,0.4,8.4
S01012615,4.0,11.8,1.9,1.3,5.8,54.2,13.5,15.4,15.0,0.9,36.3,39.2,18.3,4.2,43.0,14.4,18.4,4.9,2.5,4.1,8.0,5.7,1.4,1.0,82.4,0.7,36.9
S01012616,4.8,11.0,2.4,0.3,3.9,55.9,16.1,19.4,7.8,0.3,37.8,37.8,19.3,2.3,45.6,12.4,16.4,3.5,4.1,4.5,8.9,8.4,1.8,0.0,79.9,0.5,19.3
S01012617,8.0,5.9,2.0,1.0,3.9,68.4,25.8,3.2,1.3,1.3,38.4,49.7,2.6,6.0,41.5,11.5,13.1,3.6,2.0,2.6,4.6,5.7,1.0,0.7,94.0,0.7,5.3
S01012618,6.1,6.9,2.8,0.4,4.0,48.4,16.9,26.3,7.5,0.0,29.7,42.1,19.1,5.3,49.2,11.9,10.2,5.2,3.8,4.3,8.8,7.5,0.8,0.5,77.5,0.0,18.7
S01012619,3.0,16.7,2.6,2.2,5.3,14.1,26.7,11.3,40.2,6.4,24.1,23.1,40.3,10.2,56.7,12.8,19.9,2.0,2.0,9.8,15.0,16.4,2.8,0.0,51.2,1.0,31.5
S01012620,2.9,16.3,1.2,1.1,2.9,65.3,14.4,4.5,11.4,4.2,49.2,41.5,3.7,4.0,33.4,13.4,23.7,3.4,1.9,1.4,5.5,5.4,1.2,0.9,88.3,0.9,4.9
S01012621,2.7,15.2,1.6,1.2,4.0,47.2,21.0,14.5,13.4,3.4,46.6,33.6,12.6,4.7,40.6,10.8,23.6,2.5,1.6,7.1,7.3,6.2,1.6,0.0,81.6,0.4,6.9
S01012622,5.1,9.0,2.5,0.7,3.7,25.0,30.7,33.3,9.8,0.6,33.7,36.4,23.8,3.2,52.8,14.8,19.4,2.6,2.2,3.9,10.6,8.1,3.2,0.3,75.7,0.3,4.7
S01012623,3.2,10.4,3.9,2.0,5.2,6.5,29.9,19.8,42.3,1.2,27.5,28.1,35.6,7.2,59.1,15.2,18.4,3.0,4.3,7.5,8.7,14.3,2.9,0.6,67.5,0.9,9.7
S01012624,4.8,10.2,4.3,1.1,5.2,2.9,18.1,49.9,22.1,1.1,25.7,35.6,24.3,10.8,61.1,13.4,16.1,4.2,3.4,5.2,13.0,10.9,2.6,1.5,69.2,0.6,7.2
S01012625,6.0,6.9,3.6,0.8,4.6,4.0,22.5,51.1,22.1,0.4,24.0,33.5,38.0,3.4,60.9,15.2,16.0,2.5,1.0,7.0,9.5,8.9,2.2,0.4,62.4,0.0,5.3
S01012626,3.2,11.1,2.1,0.8,4.8,48.0,30.5,14.3,6.7,0.4,46.3,41.2,5.6,5.1,43.0,13.6,19.8,2.9,2.7,2.1,5.3,10.4,1.5,0.0,81.5,0.5,5.1
S01012627,5.7,7.1,5.1,0.2,4.4,18.7,21.1,10.4,44.6,4.8,26.1,22.4,44.0,6.6,46.9,14.8,16.7,2.9,4.9,5.3,19.7,10.9,2.4,0.8,67.6,0.0,2.9
S01012628,4.7,13.1,0.6,1.1,3.0,74.8,9.6,5.5,6.4,2.9,32.3,57.2,2.1,5.7,37.6,11.6,12.1,4.0,5.5,2.1,7.0,4.8,1.2,2.4,93.4,0.0,5.4
S01012629,2.9,12.4,1.6,1.2,2.5,53.2,22.4,5.9,13.2,3.9,40.1,44.2,2.0,9.1,33.2,13.7,14.2,4.0,2.6,3.1,7.1,6.0,1.3,0.0,89.3,0.0,6.6
S01012630,2.5,18.9,2.2,0.7,5.0,18.4,8.8,10.8,50.1,3.9,30.5,23.2,26.8,16.7,51.9,9.8,22.8,2.8,2.0,6.2,12.7,11.6,2.5,0.6,52.2,1.8,30.9
S01012631,2.7,5.1,5.0,1.4,4.3,19.8,20.5,15.0,43.4,1.1,17.0,28.6,48.5,4.0,57.9,14.2,9.8,3.5,5.0,8.2,16.2,13.4,3.0,1.2,61.7,0.5,19.6
S01012632,3.7,7.2,1.7,0.7,6.2,70.9,17.3,8.3,2.6,1.0,42.8,40.1,3.0,12.2,48.0,13.1,17.8,2.4,4.7,3.3,3.4,6.9,0.4,2.0,89.5,2.6,8.2
S01012633,3.9,9.2,1.3,0.3,4.6,63.3,9.0,16.3,10.0,0.0,43.8,32.9,14.8,6.7,42.6,10.2,20.1,2.1,4.4,4.0,8.2,8.0,2.3,1.4,86.6,1.8,17.7
S01012634,3.3,11.6,4.1,1.2,4.8,16.1,18.9,25.1,25.1,0.8,34.2,29.5,29.5,4.4,64.6,13.1,20.3,3.4,2.3,9.3,12.7,8.7,1.3,0.3,63.4,0.9,40.4
S01012635,3.0,8.5,2.5,0.5,3.2,53.6,15.1,19.1,11.3,0.7,35.1,41.6,16.5,3.3,44.6,11.0,18.3,3.4,3.8,3.6,7.8,8.2,1.8,1.2,77.9,1.2,10.9
S01012636,5.8,6.2,2.4,0.5,4.1,54.2,25.3,18.2,1.6,0.0,32.0,47.6,10.8,5.6,47.8,15.7,14.4,3.0,2.4,2.8,3.6,6.4,1.2,1.6,81.6,2.0,24.8
